sourcename sourcetype first_login_usertype qudao_type channel_category credit_bin firstchuo edu chuomode message_count_default boappnum biglinetype usertype jdcredit_score umeng_score risk_score pretax final_score td_3m td_1m cmax omax vcard rph rpo rpc query1m hoverdue2y ooverdue2y coverdue2y repaybin citylevel_bin
百度SEM-MB大额 M 发标未成交 M M站信息流 11 2018-08-02 4无学历 bb_m -1 0 M站 2发标未成交 624.99 467 68 02k-05k 7 0 1 NA NA NA NA NA NA NA NA NA NA NA 5线
百度SEM-MB大额 M 纯新 M M站信息流 18 2018-08-12 4无学历 bb_m -1 0 M站 5纯新 NA 541 79 missing 12 0 0 -1 -1 -1 -1 NA NA 0 0 0 -1 NA 5线
资产大额M站分销联盟 M 纯新 M NA 19 2018-08-11 4无学历 bb_m -1 0 M站 5纯新 NA 427 69 0-02k 3 0 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
神马SEM大额 app 发标未成交 M APP信息流 10 2018-08-10 2本科 bb_m 0 4 M站 2发标未成交 NA NA 63 0-0 46 3 0 70166 5000 1 0 0 6804 3 0 0 0 NA 5线
大额优借M站 M 发标未成交 M NA 1 2018-08-12 3专科 gxb_m -1 0 M站 2发标未成交 643.79 685 55 02k-05k 46 5 0 -1 3000 -1 0 335 NA 3 0 0 -1 NA 6线及以下
资产大额M站分销联盟 M 发标未成交 M NA 15 2018-07-17 4无学历 gxb_m 3 4 M站 2发标未成交 NA 526 22 0-0 22 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站九格 M 纯新 M M站信息流 3 2018-08-12 4无学历 wb 0 4 APP 2发标未成交 628.03 630 49 missing 37 0 0 46000 2000 4 0 0 4327 6 0 0 0 NA 6线及以下
百度SEM-MB大额 M 发标未成交 M M站信息流 6 2018-07-31 4无学历 gxb_m -1 0 M站 2发标未成交 NA 386 26 0-0 43 6 4 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
百度SEM-MB大额 M 纯新 M M站信息流 9 2018-08-04 4无学历 gxb_m -1 0 M站 5纯新 NA 571 71 0-02k 36 4 3 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额贷服务号 M 戳额无额度 M NA 8 2018-08-13 4无学历 gxb_m -1 11 M站 1戳额无额度 NA 711 76 0-02k 13 1 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
搜狗SEM-MB大额 M 发标未成交 M M站信息流 16 2018-08-06 4无学历 bb_m -1 0 M站 2发标未成交 645.94 442 54 missing 20 1 0 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站卡牛 M 有额未发标 M NA 4 2018-08-10 4无学历 bb_m -1 0 M站 4有额未发标 NA 644 72 missing 25 2 1 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站瑞萨斯 M 纯新 M NA 9 2018-08-09 4无学历 bb_m -1 0 M站 5纯新 640.39 549 31 0-02k 15 2 2 16933 2000 3 0 220 5225 1 0 0 0 NA 2线
神马SEM大额 app 发标未成交 M APP信息流 6 2018-08-08 4无学历 bb_m -1 0 M站 2发标未成交 642.54 706 20 05k-08k 61 0 0 20545 20000 12 0 0 7018 7 0 0 0 NA 2线
神马SEM大额 app 纯新 M APP信息流 4 2018-07-17 4无学历 bb_m -1 0 M站 5纯新 629.56 NA 67 missing 10 0 0 -1 2799 -1 0 368 NA 2 0 0 -1 NA 5线
资产大额M站分销联盟 M 发标未成交 M NA 11 2018-08-09 4无学历 gxb_m -1 3 M站 2发标未成交 NA 447 24 missing 54 0 5 NA NA NA NA NA NA NA NA NA NA NA 4线
神马SEM大额 M 发标未成交 M M站信息流 2 2018-08-03 4无学历 bb_m -1 3 M站 2发标未成交 640.55 544 56 02k-05k 29 4 4 12000 -1 4 -1 NA 11 4 0 0 0 NA 1线
大额钱院 M 纯新 M NA 12 2018-08-10 4无学历 gxb_m -1 0 M站 5纯新 641.97 588 46 02k-05k 66 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
百融白名单M站 M 纯新 M M站贷超 17 2018-07-19 4无学历 gxb_m -1 0 M站 5纯新 635.64 447 63 missing 45 0 7 NA NA NA NA NA NA NA NA NA NA NA 5线
百融白名单M站 M 有额未发标 M M站贷超 1 2018-07-19 4无学历 gxb_m -1 0 M站 4有额未发标 648.09 675 26 02k-05k 60 15 10 NA NA NA NA NA NA NA NA NA NA NA 4线
资产大额M站卡牛 M 戳额无额度 M NA 20 2018-08-09 4无学历 gxb_m 0 4 M站 1戳额无额度 634.13 413 76 08k-15k 24 0 0 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站分销联盟 M 发标未成交 M NA 5 2018-07-31 4无学历 wb 0 12 APP 2发标未成交 NA 324 45 missing 15 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
百度SEM-MB大额 M 发标未成交 M M站信息流 13 2018-08-11 4无学历 gxb_m -1 0 M站 2发标未成交 649.4 435 58 0-0 22 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站闪电公积金 M 发标未成交 M NA 16 2018-08-11 4无学历 gxb_m -1 0 M站 2发标未成交 629.65 655 77 05k-08k 22 6 2 NA NA NA NA NA NA NA NA NA NA NA 4线
大额钱院 M 发标未成交 M NA 12 2018-08-02 4无学历 gxb_m 0 1 M站 2发标未成交 640.93 443 53 missing 20 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
百度信息流大额 M 发标未成交 M M站信息流 3 2018-08-02 4无学历 gxb_m 0 2 M站 2发标未成交 701.78 532 64 0-0 29 0 1 NA NA NA NA NA NA NA NA NA NA NA 2线
大额优借M站 M 戳额无额度 M NA 6 2018-08-13 4无学历 gxb_m -1 0 M站 1戳额无额度 NA 577 42 0-0 14 1 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站九格 M 发标未成交 M M站信息流 17 2018-07-15 3专科 bb_m -1 0 M站 2发标未成交 644.75 513 79 08k-15k 2 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站卡牛 M 发标未成交 M NA 8 2018-08-04 4无学历 gxb_m -1 0 M站 2发标未成交 607.52 640 58 02k-05k 77 12 4 37433 10000 5 0 0 8120 8 0 0 0 NA 1线
资产大额M站九格 M 纯新 M M站信息流 17 2018-07-28 4无学历 bb_m -1 0 M站 5纯新 639.2 484 75 missing 2 0 0 NA NA NA NA NA NA NA NA NA NA NA 1线
神马SEM大额 M 发标未成交 M M站信息流 8 2018-07-16 4无学历 gxb_m -1 0 M站 2发标未成交 NA 555 54 missing 36 0 1 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
百融白名单M站 M 发标未成交 M M站贷超 6 2018-08-11 4无学历 gxb_m -1 0 M站 2发标未成交 657.28 598 65 0-02k 2 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站瑞萨斯 M 发标未成交 M NA 9 2018-08-11 4无学历 tb -1 0 APP 2发标未成交 NA 690 30 0-02k 44 7 4 70247 46900 5 895.6 8599 18432 7 0 0 1 NA 5线
资产大额M站分销联盟 M 有额未发标 M NA 2 2018-08-03 4无学历 gxb_m -1 0 M站 4有额未发标 641 682 57 02k-05k 74 4 4 50000 15000 9 1050.629787234 2400 9976 4 0 0 0 NA 2线
资产大额M站分销联盟 M 发标未成交 M NA 9 2018-08-10 4无学历 gxb_m -1 0 M站 2发标未成交 NA NA 61 05k-08k 21 3 1 95000 60000 10 940.3303571429 2666 3451 1 1 0 0 NA 6线及以下
资产大额M站分销联盟 M 发标未成交 M NA 5 2018-07-30 3专科 gxb_m -1 0 M站 2发标未成交 NA 592 27 missing 27 0 0 15000 221300 5 0 6632 54 2 0 0 0 NA 6线及以下
百度SEM-MB大额 M 发标未成交 M M站信息流 8 2018-07-14 4无学历 gxb_m -1 0 M站 2发标未成交 NA 760 51 0-0 31 0 1 NA NA NA NA NA NA NA NA NA NA NA 1线
资产大额顶效M站 M 戳额无额度 M M站信息流 19 2018-08-10 4无学历 gxb_m 0 1 M站 1戳额无额度 623.17 414 64 02k-05k 14 0 0 -1 -1 -1 -1 NA NA 5 0 0 -1 NA 2线
资产大额贷服务号 M 发标未成交 M NA 4 2018-07-31 4无学历 gxb_m -1 0 M站 2发标未成交 NA 696 57 0-02k 4 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
搜狗SEM-MB大额 M 纯新 M M站信息流 1 2018-07-23 4无学历 tb 0 1 APP 1戳额无额度 NA 644 59 missing 33 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站九格 M 有额未发标 M M站信息流 7 2018-07-18 4无学历 gxb_m -1 0 M站 4有额未发标 NA 667 69 02k-05k 2 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
百度SEM-MB大额 M 纯新 M M站信息流 17 2018-07-15 4无学历 gxb_m -1 0 M站 1戳额无额度 NA 487 36 02k-05k 66 0 12 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站分销联盟 M 发标未成交 M NA 16 2018-07-31 3专科 gxb_m -1 0 M站 2发标未成交 642.17 475 36 missing 41 4 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
资产大额M站瑞萨斯 M 戳额无额度 M NA 16 2018-08-09 4无学历 gxb_m 0 3 M站 1戳额无额度 658.39 462 70 missing 45 0 5 8253 8000 18 1268.6681034483 367 742 6 0 0 0 NA 4线
资产大额M站卡牛 M 发标未成交 M NA 20 2018-08-05 4无学历 gxb_m -1 0 M站 2发标未成交 640.07 367 74 missing 46 5 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站九格 M 发标未成交 M M站信息流 9 2018-07-15 4无学历 bb_m -1 0 M站 2发标未成交 636.36 565 41 missing 28 0 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
神马SEM大额 app 发标未成交 M APP信息流 4 2018-08-04 4无学历 tb 0 27 APP 2发标未成交 NA 703 55 missing 15 5 1 NA NA NA NA NA NA NA NA NA NA 5 1线
资产大额M站卡牛 M 纯新 M NA 1 2018-08-09 4无学历 bb_m -1 0 M站 5纯新 654.8 759 60 02k-05k 22 1 1 75000 310000 6 1869.5702479339 1686 15987 3 0 0 0 NA 6线及以下
资产大额M站卡牛 M 发标未成交 M NA 18 2018-07-30 3专科 gxb_m -1 0 M站 2发标未成交 649.38 425 53 0-0 70 0 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
资产大额M站九格 M 发标未成交 M M站信息流 3 2018-07-15 2本科 gxb_m -1 0 M站 2发标未成交 641.76 647 74 05k-08k 43 0 0 45849 155910 30 918.1367924528 10852 27387 3 0 0 2 NA 5线
资产大额M站分销联盟 M 发标未成交 M NA 9 2018-08-13 4无学历 bb_m -1 0 M站 2发标未成交 637.96 471 50 02k-05k 42 2 2 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站九格 M 纯新 M M站信息流 16 2018-08-06 3专科 bb_m -1 0 M站 5纯新 NA 332 51 02k-05k 44 10 0 NA NA NA NA NA NA NA NA NA NA NA 4线
百融白名单M站 M 纯新 M M站贷超 13 2018-08-13 4无学历 gxb_m 0 6 M站 5纯新 604.76 395 11 missing 78 0 0 -1 -1 -1 -1 NA NA -1 0 0 -1 NA 5线
百融白名单M站 M 有额未发标 M M站贷超 15 2018-08-13 3专科 bb_m -1 0 M站 4有额未发标 734.79 413 46 missing 42 0 0 61000 63000 20 0 7588 52579 6 0 0 0 NA 2线
资产大额贷服务号 M 有额未发标 M NA 11 2018-07-31 3专科 bb_m -1 0 M站 4有额未发标 587.17 551 44 08k-15k 40 5 1 NA NA NA NA NA NA NA NA NA NA NA 2线
搜狗SEM-MB大额 M 纯新 M M站信息流 4 2018-07-19 4无学历 bb 0 2 APP 1戳额无额度 NA 479 64 missing 17 1 1 NA NA NA NA NA NA NA NA NA NA NA 4线
百融白名单M站 M 有额未发标 M M站贷超 1 2018-08-10 4无学历 gxb_m -1 0 M站 4有额未发标 722.41 687 39 missing 25 0 0 20000 8900 10 0 2378 1012 2 0 0 1 NA 5线
资产大额M站九格 M 戳额无额度 M M站信息流 12 2018-07-24 4无学历 gxb_m -1 0 M站 1戳额无额度 627.73 533 49 missing 35 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
百度SEM-MB大额 M 发标未成交 M M站信息流 14 2018-08-05 4无学历 gxb_m -1 0 M站 2发标未成交 NA 547 64 0-0 39 3 3 NA NA NA NA NA NA NA NA NA NA NA 1线
资产大额贷服务号 M 纯新 M NA 4 2018-07-25 4无学历 gxb_m -1 0 M站 5纯新 738.52 NA 57 missing 28 0 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
百度SEM-MB大额 M 纯新 M M站信息流 9 2018-07-29 4无学历 bb_m -1 0 M站 5纯新 NA 621 70 0-02k 8 2 1 -1 4500 -1 0 375 NA 0 0 0 -1 NA 1线
资产大额M站瑞萨斯 M 发标未成交 M NA 7 2018-08-07 4无学历 gxb_m -1 0 M站 2发标未成交 640.85 379 37 02k-05k 60 4 0 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站九格 M 发标未成交 M M站信息流 8 2018-08-12 4无学历 gxb_m -1 3 M站 2发标未成交 NA 544 42 15k-30k 38 0 0 17000 68000 3 1124.1086956522 1361 3272 2 0 0 0 NA 3线
神马SEM大额 app 发标未成交 M APP信息流 6 2018-08-13 4无学历 bb_m -1 0 M站 2发标未成交 NA NA 49 missing 28 3 3 6000 -1 1 -1 NA 207 5 0 0 0 NA 6线及以下
资产大额贷服务号 M 纯新 M NA 9 2018-08-10 4无学历 bb_m -1 6 M站 5纯新 653.24 537 73 02k-05k 45 9 0 0 -1 1 -1 NA 4300 3 0 0 24 NA 1线
资产大额M站卡牛 M 纯新 M NA 14 2018-08-02 4无学历 gxb_m -1 0 M站 5纯新 638.09 430 58 0-0 39 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站分销联盟 M 纯新 M NA 15 2018-07-20 4无学历 gxb_m -1 0 M站 5纯新 637.73 608 64 08k-15k 46 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
搜狗SEM-MB大额 M 纯新 M M站信息流 20 2018-08-12 4无学历 gxb_m -1 0 M站 5纯新 635.26 376 78 0-02k 12 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
百度SEM-MB大额 M 纯新 M M站信息流 1 2018-07-31 4无学历 bb_m -1 0 M站 5纯新 NA 557 50 02k-05k 13 0 0 NA NA NA NA NA NA NA NA NA NA NA 1线
资产大额M站闪电公积金 M 纯新 M NA 6 2018-08-12 4无学历 gxb_m -1 0 M站 5纯新 644.84 529 11 02k-05k 49 7 4 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额顶效M站 M 纯新 M M站信息流 18 2018-07-27 3专科 gxb_m -1 0 M站 5纯新 647.86 475 60 05k-08k 46 6 3 NA NA NA NA NA NA NA NA NA NA NA 4线
百度信息流大额 M 发标未成交 M M站信息流 13 2018-07-31 4无学历 gxb_m 0 3 M站 2发标未成交 643.55 393 66 02k-05k 41 7 0 NA NA NA NA NA NA NA NA NA NA NA 3线
神马SEM大额 M 纯新 M M站信息流 17 2018-08-01 4无学历 bb_m -1 0 M站 5纯新 637.16 469 45 0-02k 16 4 3 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站卡牛 M 发标未成交 M NA 10 2018-08-06 4无学历 gxb_m -1 0 M站 2发标未成交 NA 454 31 missing 16 0 0 35000 14000 16 0 NA 5258 1 0 0 0 NA 3线
资产大额M站卡牛 M 有额未发标 M NA 8 2018-08-07 3专科 gxb_m -1 0 M站 4有额未发标 NA 524 54 05k-08k 18 3 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
神马SEM大额 M 纯新 M M站信息流 13 2018-08-01 4无学历 gxb_m -1 0 M站 1戳额无额度 630.95 557 60 missing 41 0 0 NA NA NA NA NA NA NA NA NA NA NA 2线
神马SEM大额 app 纯新 M APP信息流 20 2018-08-02 4无学历 bb_m 0 2 M站 1戳额无额度 NA 430 88 02k-05k 36 5 5 NA NA NA NA NA NA NA NA NA NA NA 3线
神马SEM大额 app 纯新 M APP信息流 15 2018-07-30 4无学历 gxb_m -1 0 M站 5纯新 633.95 461 65 missing 30 0 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
百度SEM-MB大额 M 发标未成交 M M站信息流 7 2018-07-28 4无学历 gxb_m -1 0 M站 2发标未成交 NA 560 60 02k-05k 15 1 1 NA NA NA NA NA NA NA NA NA NA NA 4线
资产大额M站分销联盟 M 发标未成交 M NA 17 2018-08-08 4无学历 gxb_m -1 0 M站 2发标未成交 NA 420 52 missing 19 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站分销联盟 M 纯新 M NA 14 2018-07-21 4无学历 gxb_m -1 0 M站 5纯新 NA 399 34 0-02k 23 1 1 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
神马SEM大额 app 发标未成交 M APP信息流 19 2018-07-30 4无学历 gxb_m -1 0 M站 2发标未成交 642.33 466 55 02k-05k 37 6 0 3000 -1 1 -1 NA NA 1 0 0 0 NA 2线
资产大额M站分销联盟 M 纯新 M NA 4 2018-07-25 4无学历 gxb_m -1 0 M站 5纯新 NA 798 67 missing 18 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站瑞萨斯 M 发标未成交 M NA 8 2018-08-09 4无学历 gxb_m -1 0 M站 2发标未成交 NA 595 31 missing 29 3 1 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
搜狗SEM-MB大额 M 纯新 M M站信息流 9 2018-07-23 3专科 gxb_m -1 0 M站 5纯新 NA 623 48 05k-08k 15 0 0 -1 1900 -1 0 1137 NA 1 0 0 -1 NA 4线
资产大额贷服务号 M 戳额无额度 M NA 19 2018-08-01 4无学历 gxb_m -1 0 M站 1戳额无额度 NA 379 47 0-02k 15 0 0 NA NA NA NA NA NA NA NA NA NA NA 2线
百度SEM-MB大额 M 有额未发标 M M站信息流 1 2018-08-09 4无学历 gxb_m -1 0 M站 4有额未发标 NA 827 51 0-0 34 1 1 38770 -1 6 -1 NA 7760 3 0 0 0 NA 2线
资产大额M站瑞萨斯 M 纯新 M NA 12 2018-08-10 4无学历 gxb_m 0 2 M站 5纯新 NA 786 75 missing 13 2 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站分销联盟 M 有额未发标 M NA 7 2018-07-25 4无学历 bb_m -1 0 M站 4有额未发标 654.49 689 36 missing 48 0 0 20000 1e+05 12 0 6154 8610 5 0 3 1 NA 2线
百度SEM-MB大额 M 发标未成交 M M站信息流 2 2018-07-18 3专科 gxb_m -1 0 M站 2发标未成交 657 578 23 05k-08k 50 0 0 60000 34000 17 0 0 11459 7 0 0 0 NA 2线
神马SEM大额 app 纯新 M APP信息流 9 2018-08-02 4无学历 wb -1 0 APP 4有额未发标 649.59 655 62 0-02k 33 3 2 NA NA NA NA NA NA NA NA NA NA NA 1线
搜狗SEM-MB大额 M 戳额无额度 M M站信息流 16 2018-07-14 4无学历 bb_m -1 0 M站 1戳额无额度 634.12 372 53 0-0 76 12 8 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
资产大额M站瑞萨斯 M 有额未发标 M NA 2 2018-08-10 4无学历 tb 0 1 APP 2发标未成交 626.25 489 27 0-0 59 0 7 NA NA NA NA NA NA NA NA NA NA NA 5线
百融白名单M站 M 纯新 M M站贷超 16 2018-07-19 4无学历 gxb_m -1 0 M站 5纯新 NA 519 47 0-02k 12 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
资产大额M站闪电公积金 M 有额未发标 M NA 13 2018-08-01 4无学历 bb_m -1 0 M站 4有额未发标 642.18 551 51 08k-15k 56 11 5 NA NA NA NA NA NA NA NA NA NA NA 3线
搜狗SEM-MB大额 M 纯新 M M站信息流 12 2018-07-17 4无学历 bb_m -1 0 M站 5纯新 650.51 NA 65 0-0 2 0 0 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站分销联盟 M 发标未成交 M NA 4 2018-07-20 3专科 gxb_m -1 0 M站 2发标未成交 NA 588 27 02k-05k 45 5 5 30000 5000 17 0 547 7378 6 0 0 0 NA 3线
神马SEM大额 M 戳额无额度 M M站信息流 20 2018-08-10 4无学历 bb_m 0 1 M站 1戳额无额度 NA 320 90 0-02k 13 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
百度SEM-MB大额 M 发标未成交 M M站信息流 2 2018-07-31 4无学历 gxb_m -1 0 M站 2发标未成交 644.73 654 51 0-0 39 0 4 39027 87000 12 935.0044444444 1471 5771 4 0 0 0 NA 3线
资产大额M站瑞萨斯 M 发标未成交 M NA 11 2018-08-03 4无学历 gxb_m -1 0 M站 2发标未成交 638.4 545 73 missing 36 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站卡牛 M 戳额无额度 M NA 13 2018-07-31 4无学历 tb -1 0 APP 1戳额无额度 NA 457 86 0-0 69 0 0 NA NA NA NA NA NA NA NA NA NA 3 6线及以下
资产大额M站分销联盟 M 纯新 M NA 14 2018-07-25 4无学历 gxb_m -1 0 M站 5纯新 636.13 452 42 02k-05k 33 5 3 26000 130000 16 196.2692307692 0 21202 3 1 0 12 NA 3线
资产大额M站瑞萨斯 M 纯新 M NA 4 2018-08-06 4无学历 gxb_m -1 0 M站 5纯新 NA 653 29 0-0 37 9 2 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
搜狗SEM-MB大额 M 纯新 M M站信息流 13 2018-07-24 4无学历 oth 0 2 APP 1戳额无额度 585.33 521 78 02k-05k 30 4 4 NA NA NA NA NA NA NA NA NA NA NA 1线
资产大额M站卡牛 M 有额未发标 M NA 5 2018-07-24 3专科 gxb_m -1 0 M站 4有额未发标 647.1 566 50 missing 35 1 1 -1 600 -1 0 0 NA 3 0 0 -1 NA 2线
大额优借M站 M 有额未发标 M NA 3 2018-08-13 4无学历 gxb_m 0 5 M站 4有额未发标 NA 574 19 02k-05k 42 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额贷服务号 M 发标未成交 M NA 12 2018-08-13 4无学历 gxb_m -1 0 M站 2发标未成交 NA 737 75 02k-05k 46 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
神马SEM大额 M 纯新 M M站信息流 18 2018-07-20 4无学历 gxb_m -1 0 M站 5纯新 NA 427 64 0-0 72 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站卡牛 M 发标未成交 M NA 12 2018-08-13 4无学历 gxb_m -1 0 M站 2发标未成交 NA 518 36 02k-05k 47 3 0 -1 500 -1 0 49 NA 4 0 0 -1 NA 3线
资产大额M站卡牛 M 纯新 M NA 16 2018-08-07 4无学历 gxb_m -1 0 M站 5纯新 NA 490 33 05k-08k 38 0 0 13000 4000 9 0 192 2899 3 0 0 1 NA 2线
资产大额M站分销联盟 M 有额未发标 M NA 13 2018-08-10 4无学历 gxb_m -1 0 M站 4有额未发标 NA 567 77 02k-05k 22 3 0 140000 16335 7 0 6050 10870 0 0 0 0 NA 4线
百融白名单M站 M 戳额无额度 M M站贷超 5 2018-08-13 4无学历 wb 0 4 APP 1戳额无额度 NA 523 79 0-02k 44 10 4 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
资产大额M站分销联盟 M 戳额无额度 M NA 14 2018-08-09 4无学历 gxb_m -1 0 M站 1戳额无额度 647.19 557 86 02k-05k 36 0 4 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站卡牛 M 发标未成交 M NA 15 2018-08-07 3专科 gxb_m -1 0 M站 2发标未成交 NA 501 53 missing 26 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
搜狗SEM-MB大额 M 纯新 M M站信息流 6 2018-08-05 4无学历 gxb_m -1 0 M站 5纯新 636.86 582 52 missing 55 5 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
百融白名单M站 M 发标未成交 M M站贷超 2 2018-08-09 4无学历 bb_m -1 0 M站 2发标未成交 NA 742 40 missing 20 0 0 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站分销联盟 M 戳额无额度 M NA 7 2018-07-31 4无学历 gxb_m -1 0 M站 1戳额无额度 NA 341 39 0-0 33 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
神马SEM大额 app 纯新 M APP信息流 5 2018-08-11 4无学历 gxb_m -1 0 M站 5纯新 NA 561 46 02k-05k 24 2 1 2000 2500 1 0 284 0 2 0 0 1 NA 2线
资产大额贷服务号 M 纯新 M NA 7 2018-07-25 4无学历 gxb_m -1 0 M站 5纯新 NA 550 74 missing 2 1 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
百融白名单M站 M 发标未成交 M M站贷超 7 2018-08-11 4无学历 bb_m -1 0 M站 2发标未成交 634.06 633 55 0-0 22 2 0 -1 54000 -1 0 2235 NA 2 0 0 -1 NA 5线
百融白名单M站 M 纯新 M M站贷超 19 2018-07-18 4无学历 gxb_m -1 0 M站 5纯新 NA 458 76 0-02k 33 7 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站卡牛 M 发标未成交 M NA 2 2018-08-09 2本科 bb_m -1 0 M站 2发标未成交 662.26 760 23 02k-05k 66 0 0 106156 21880 12 896.7005347594 7095 36057 5 0 0 0 NA 3线
资产大额M站卡牛 M 纯新 M NA 2 2018-08-10 4无学历 bb_m -1 0 M站 5纯新 NA 664 30 0-02k 33 5 2 95880 50000 9 0 1570 14559 1 0 0 2 NA 1线
资产大额M站分销联盟 M 纯新 M NA 16 2018-07-26 4无学历 gxb_m -1 0 M站 5纯新 NA 609 83 missing 45 4 0 -1 2699 -1 0 315 NA 5 0 0 -1 NA 5线
资产大额M站闪电公积金 M 有额未发标 M NA 11 2018-08-08 4无学历 gxb_m 0 1 M站 4有额未发标 649 504 50 missing 36 7 0 24000 16500 14 0 1979 10510 1 0 0 1 NA 3线
资产大额贷服务号 M 发标未成交 M NA 9 2018-08-10 4无学历 gxb_m -1 0 M站 2发标未成交 635.62 567 55 missing 13 0 0 9000 2699 1 0 289 NA 2 0 0 0 NA 6线及以下
资产大额M站分销联盟 M 发标未成交 M NA 7 2018-07-23 4无学历 bb_m -1 0 M站 2发标未成交 657.61 571 44 missing 44 0 0 20000 2500 8 0 0 4753 3 0 0 0 NA 2线
资产大额M站分销联盟 M 有额未发标 M NA 9 2018-08-13 4无学历 gxb_m -1 0 M站 4有额未发标 NA 734 61 missing 16 0 0 0 -1 1 -1 NA 0 3 0 0 2 NA 6线及以下
资产大额贷服务号 M 有额未发标 M NA 3 2018-07-28 3专科 gxb_m -1 0 M站 4有额未发标 NA 696 43 08k-15k 0 0 0 -1 249640 -1 1300.2064220183 19915 NA 0 0 0 -1 NA 4线
百融白名单M站 M 发标未成交 M M站贷超 4 2018-08-10 4无学历 gxb_m -1 0 M站 2发标未成交 635.15 663 42 0-0 36 7 1 10000 7000 17 0 1084 4719 3 0 0 2 NA 4线
百度SEM-MB大额 M 戳额无额度 M M站信息流 12 2018-08-12 4无学历 gxb_m 0 1 M站 1戳额无额度 NA 327 53 missing 9 1 0 NA NA NA NA NA NA NA NA NA NA NA 5线
百度SEM-MB大额 M 发标未成交 M M站信息流 14 2018-07-15 2本科 gxb_m -1 0 M站 2发标未成交 642.01 513 34 02k-05k 28 5 0 NA NA NA NA NA NA NA NA NA NA NA 3线
搜狗SEM-MB大额 M 发标未成交 M M站信息流 16 2018-07-22 4无学历 gxb_m -1 0 M站 2发标未成交 633.69 520 41 05k-08k 4 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
